#{"t_start": 1776330008.736752, "env_id": "None"}
r,l,t
-5295.349976,100,278.149812
-4480.289959,100,282.2024
-6128.16996,100,282.438118
-5596.329971,100,282.638107
-5040.949966,100,282.871886
-4524.999966,100,283.147729
-4922.029961,100,283.505215
-4888.409966,100,283.723521
-5238.169971,100,284.090114
-4383.75996,100,284.291254
-6490.989975,100,288.910943
-6904.049965,100,289.236859
-7029.909966,100,289.502744
-3457.599968,100,289.721923
-5495.39996,100,289.943624
-5233.999966,100,290.195642
-5696.98996,100,290.481919
-6175.029964,100,290.799338
-8735.229973,100,291.064092
-4200.669971,100,291.295796
-6872.299965,100,291.565396
-3683.619957,100,291.911486
-7562.689972,100,296.860833
-3335.779957,100,297.167327
-4202.60997,100,297.549457
-6011.219967,100,297.868565
-7177.139965,100,298.225482
-5482.489967,100,298.56648
-7042.559967,100,298.997824
-6706.92997,100,299.364312
-5764.579952,100,299.652758
-6956.449963,100,299.94875
-7422.559986,100,300.278193
-5194.929962,100,300.60962
-5649.989964,100,300.945774
-4933.019955,100,301.160399
-5657.659966,100,301.377896
-7540.53997,100,301.587596
-4497.879967,100,301.846517
-5924.719963,100,302.069691
-5139.209961,100,302.287259
-5316.879971,100,302.504595
-4356.539959,100,309.313257
-5089.529968,100,309.660818
-5667.349972,100,310.25487
-3193.32996,100,310.628053
-4447.749966,100,310.838988
-5433.579956,100,311.014646
-5670.79998,100,311.208518
-4945.279968,100,311.55413
-5660.569962,100,311.900816
-6675.379963,100,312.293072
-5949.589973,100,312.623753
-6121.889965,100,313.065786
-5971.749962,100,313.510404
-6696.299961,100,313.843107
-6529.459961,100,314.196198
-7071.329975,100,314.559157
-4975.369968,100,314.96274
-4591.539959,100,315.464057
-6374.329979,100,315.801903
-3422.569962,100,316.135163
-6231.249962,100,321.681096
-4089.789951,100,322.013775
-7330.329964,100,322.367055
-4680.419971,100,322.868069
-4633.879963,100,323.333675
-4081.129963,100,323.716064
-3932.059959,100,324.070209
-6132.499958,100,324.415156
-5191.589966,100,324.749375
-4675.469955,100,325.143064
-6324.88998,100,325.50572
-6413.149963,100,325.847925
-4451.43996,100,326.318552
-5027.129967,100,326.658722
-6471.699978,100,327.034099
-6130.759975,100,327.389657
-4929.659973,100,327.709991
-3963.089966,100,328.040304
-4824.109955,100,328.49375
-4956.279957,100,328.836413
-5222.599968,100,329.198124
-6822.219963,100,334.993726
-5431.519962,100,335.309508
-5383.749958,100,335.620337
-6850.849964,100,335.934624
-7188.989975,100,336.284511
-6312.629971,100,336.613711
-5007.409962,100,336.941355
-4371.649967,100,337.298061
-6249.599976,100,337.621333
-5702.499969,100,337.947423
-5227.599968,100,338.350089
-6472.279972,100,338.712595
-6021.399967,100,339.098202
-5839.199966,100,339.447824
-5873.789967,100,339.905108
-6060.19997,100,340.234372
-6634.219955,100,340.433679
-4767.919968,100,340.663068
-3787.749962,100,340.894491
-7792.549973,100,341.118771
-3272.75996,100,346.497687
-4581.809956,100,346.680983
-7024.109966,100,346.972935
-4788.619965,100,347.166817
-4330.93996,100,347.455658
-4431.129967,100,347.653463
-6880.19997,100,347.908755
-5186.399975,100,354.41576
-6292.779968,100,354.736926
-5643.119972,100,355.05961
-5010.329967,100,355.384768
-4195.91996,100,355.707415
-6330.479961,100,356.028487
-6090.549969,100,356.366741
-5678.25996,100,356.702609
-6771.389984,100,357.143797
-7896.609959,100,357.503073
-5450.049961,100,357.833842
-6173.529961,100,358.157222
-4701.43996,100,358.478127
-5777.44997,100,358.828869
-4213.81995,100,364.144435
-6592.349968,100,364.474611
-6168.959953,100,365.212791
-6579.189957,100,365.542394
-6449.449966,100,365.951104
-5860.579964,100,366.356915
-5399.029968,100,366.738482
-4454.409962,100,367.068639
-3658.729961,100,367.401893
-4096.449959,100,367.723989
-7382.449966,100,368.047292
-4326.409969,100,368.399313
-4624.959961,100,368.698634
-5396.029957,100,369.028761
-4796.839962,100,369.352932
-5440.699963,100,369.615986
-4665.439968,100,369.834129
-5759.549961,100,370.074136
-4000.039967,100,370.369808
-5982.009964,100,370.603368
-4798.229961,100,374.798999
-5026.53997,100,375.138341
-5167.769951,100,375.47789
-5401.389969,100,375.823846
-3991.069969,100,376.154375
-6096.649963,100,376.485132
-6186.169975,100,376.870342
-5712.509964,100,377.21116
-5257.199963,100,377.548748
-4527.839962,100,377.883712
-4658.98996,100,378.231335
-4792.779968,100,378.577212
-5789.569969,100,378.915179
-5272.149963,100,379.253222
-8427.839973,100,379.596737
-5360.909962,100,379.911456
-6990.219982,100,380.234424
-5871.739967,100,380.574822
-4631.74995,100,380.957258
-4429.269974,100,381.283323
-7198.979977,100,381.606934
-5827.049973,100,387.56302
-6582.029964,100,387.918209
-4378.029957,100,388.24113
-3816.299969,100,388.566763
-3989.91996,100,389.09815
-4629.919964,100,389.445719
-3730.079964,100,389.820568
-6279.489964,100,390.146796
-5605.769958,100,390.474936
-4790.729958,100,390.809848
-7945.579975,100,391.424567
-4466.769962,100,392.036725
-5586.19997,100,392.294136
-3833.319962,100,393.22102
-5006.019958,100,393.631358
-3322.659969,100,393.85717
-2979.159969,100,394.412193
-4640.669952,100,394.79335
-4879.809971,100,395.110822
-5212.98996,100,395.340604
-6502.999966,100,401.404186
-5594.919964,100,401.720017
-6856.689976,100,401.971652
-5018.439964,100,402.217049
-3650.889965,100,402.443204
-5900.089966,100,402.678515
-5373.719971,100,402.902273
-6602.629967,100,403.376598
-7605.699966,100,403.80232
-5312.039963,100,404.220344
-4062.73996,100,405.042447
-6746.879967,100,405.768597
-4471.749966,100,406.125519
-4605.749969,100,406.490458
-4883.089958,100,407.030073
-5330.229969,100,407.37256
-4515.099964,100,407.73543
-4936.94997,100,408.066613
-7134.259975,100,408.390615
-6106.149971,100,408.840915
-4773.699966,100,409.742066
-7882.199974,100,414.699516
-7279.659969,100,414.893997
-5367.339966,100,415.089657
-4502.109959,100,415.289833
-5307.199963,100,418.840694
-4975.609962,100,419.026163
-6820.909966,100,419.205294
-6274.879971,100,419.417091
-4944.269958,100,419.603816
-5865.379963,100,419.797927
-5901.959969,100,420.170038
-6116.269958,100,420.515088
-4130.799957,100,420.776734
-4661.64996,100,421.095596
-3639.229973,100,421.279887
-3871.99995,100,421.471918
-4586.799957,100,421.683604
-5145.509968,100,421.892876
-4529.759968,100,422.108932
-6293.239964,100,422.585196
-4736.91996,100,426.687558
-4933.889965,100,427.021113
-5784.709976,100,427.33945
-5576.039982,100,427.665996
-5602.249958,100,427.989242
-7027.629963,100,428.472041
-5680.449966,100,428.849797
-2536.729965,100,429.196332
-3958.709965,100,429.533728
-5009.929955,100,429.863086
-6207.259964,100,430.282645
-4985.299957,100,430.609738
-3538.179966,100,430.939028
-4922.469971,100,431.291695
-6428.479973,100,431.898157
-5391.029964,100,432.237145
-6451.379974,100,432.584934
-4602.329975,100,433.071809
-5600.249966,100,433.415985
-6402.579967,100,433.625127
-5263.869965,100,433.825861
-7395.569958,100,440.334238
-7798.379971,100,440.670732
-5274.829964,100,441.062682
-6961.199966,100,441.524454
-3862.249966,100,441.858425
-5259.58997,100,442.169203
-5834.739967,100,442.479876
-5888.429962,100,442.795819
-4840.599964,100,443.148696
-3613.82996,100,443.504582
-7470.619965,100,443.830136
-7997.469967,100,444.152198
-5378.129971,100,444.480985
-5708.429977,100,444.742292
-5778.899963,100,445.261693
-6916.509964,100,445.591201
-6535.749966,100,445.952803
-5215.959961,100,446.328044
-5847.44997,100,446.653331
-5919.399982,100,447.047456
-3859.469975,100,451.458037
-4821.619965,100,451.636633
-5701.699959,100,451.857128
-4064.719959,100,452.078377
-4731.539959,100,452.316147
-6593.319958,100,452.541298
-5968.459961,100,453.00293
-3413.449959,100,453.465896
-5747.08997,100,453.701258
-5440.14996,100,453.929252
-8416.099987,100,454.141536
-4543.879963,100,454.43705
-6217.619965,100,454.738608
-6208.709965,100,455.184232
-6228.949959,100,455.59523
-5565.169964,100,455.912942
-3845.639961,100,456.512689
-6413.229965,100,456.919927
-5484.309967,100,457.260024
-5654.59996,100,457.602273
-5524.669964,100,457.937046
-3999.129967,100,461.444105
-3456.78997,100,461.642657
-5444.149963,100,462.034993
-5942.609955,100,462.464011
-5004.899967,100,462.735687
-4331.369957,100,463.062899
-4917.119968,100,463.473557
-5964.699963,100,463.845549
-5075.219967,100,464.272392
-4667.299969,100,464.619305
-6250.679966,100,464.96269
-6179.289959,100,465.291347
-5846.83997,100,465.620801
-5151.689964,100,465.954666
-3985.249958,100,466.281453
-5277.499966,100,466.651577
-3009.029964,100,466.991302
-5953.689968,100,467.202432
-4562.979965,100,467.382674
-7037.779964,100,467.661795
-5396.129963,100,472.596803
-4242.029957,100,472.930564
-4326.319962,100,477.742122
-4533.329971,100,478.065249
-5006.439968,100,478.38873
-8443.589981,100,478.755672
-4343.219971,100,479.631688
-3104.719959,100,480.344468
-6017.549965,100,480.598473
-3690.129967,100,481.164139
-5323.689953,100,481.463097
-4440.319965,100,481.763904
-4285.33997,100,482.192255
-5713.959965,100,482.427722
-4609.379963,100,482.770854
-5699.979958,100,483.274999
-3860.58997,100,483.83262
-5187.119965,100,484.160452
-5174.029968,100,484.486446
-4467.659962,100,484.823835
-3775.249966,100,485.17223
-6455.83997,100,490.727292
-4261.449959,100,491.109894
-3781.939953,100,491.443016
-4518.279964,100,491.77436
-7162.369968,100,492.310898
-7475.609959,100,492.695589
-5753.299965,100,493.170505
-7518.809967,100,493.518888
-4875.949959,100,493.85061
-5376.429958,100,494.269562
-3684.279964,100,494.710779
-4510.819962,100,495.200748
-4887.119961,100,495.555863
-3581.399952,100,495.8765
-5305.359966,100,496.575439
-3983.999969,100,496.922216
-6170.219971,100,497.31828
-4503.32996,100,497.646997
-3845.309971,100,498.067902
-5429.669968,100,498.373012
-5971.459961,100,503.8819
-4590.689972,100,504.207108
-4805.78997,100,504.539048
-3455.329964,100,504.893189
-4106.909969,100,505.291839
-6917.449974,100,505.615421
-5112.609974,100,505.996148
-7785.93996,100,506.367326
-4669.859966,100,506.688213
-6727.779964,100,507.042559
-6522.069973,100,507.425886
-4345.419968,100,507.76504
-6017.289974,100,508.087654
-5585.699963,100,508.463856
-6466.369961,100,508.772732
-6050.039974,100,508.96084
-5836.219955,100,509.139288
-6947.719971,100,509.405294
-6173.749947,100,509.787218
-7026.58997,100,510.244537
-4973.109959,100,510.605118
-5232.069954,100,515.837931
-4490.479965,100,516.160298
-5331.719952,100,516.488637
-3499.98996,100,516.808996
-5325.379974,100,517.126887
-7024.679966,100,517.718466
-3739.189957,100,518.112845
-4747.259956,100,518.497645
-6097.319962,100,518.839158
-4492.669971,100,519.17416
-7167.519966,100,519.501737
-6930.299965,100,519.879013
-5294.919964,100,520.276722
-3610.599968,100,520.603836
-4716.499958,100,520.966289
-7124.249966,100,522.071365
-4815.839962,100,522.816926
-4442.949966,100,524.052557
-4439.92997,100,524.423723
-5931.699966,100,524.788229
-4804.599968,100,529.038849
-5523.069973,100,529.232646
-5728.509964,100,529.439601
-5244.909973,100,529.636056
-5372.129974,100,529.911877
-4269.869961,100,530.240286
-5910.219959,100,530.57931
-4904.899952,100,530.92521
-6393.659966,100,531.291406
-5552.48996,100,531.623105
-4276.059963,100,532.202164
-5293.319962,100,532.896944
-4430.669968,100,533.575182
-6572.669964,100,533.933358
-4388.349976,100,534.303894
-5729.489952,100,534.623555
-4680.489944,100,534.950063
-7552.259964,100,535.305153
-4594.569969,100,535.65773
-5165.209957,100,536.055176
-2583.999954,100,540.009448
-5844.099972,100,544.684878
-4298.57996,100,545.011879
-7275.409977,100,545.345355
-5633.669952,100,545.683536
-3591.319973,100,546.066577
-5698.679958,100,546.528866
-5331.239967,100,546.943257
-4693.979965,100,547.258645
-5260.299969,100,547.593093
-4105.869965,100,547.807944
-4545.469959,100,548.028157
-4232.649963,100,548.259423
-4930.579967,100,548.495742
-4513.199963,100,548.834536
-4957.889973,100,549.066923
-6012.429962,100,549.413206
-4914.989956,100,549.744543
-7766.299969,100,550.108881
-5276.179977,100,550.433738
-4853.599976,100,550.76094
-5429.289974,100,556.322146
-3143.039963,100,556.693679
-6719.399971,100,557.089759
-7322.709965,100,557.508621
-5037.809963,100,557.987868
-6872.479961,100,558.319363
-3600.68996,100,558.682725
-6074.319973,100,559.089174
-4455.879955,100,559.454793
-5518.829975,100,559.804592
-4828.379978,100,560.137407
-5542.799957,100,560.462059
-5774.999969,100,560.786532
-6245.119976,100,561.133575
-5098.66996,100,561.548777
-3998.569965,100,561.971178
-5244.659962,100,562.294579
-4517.689957,100,562.820535
-5804.989952,100,563.181827
-6923.859974,100,563.564466
-4903.84996,100,564.352681
-6915.209976,100,570.100924
-5375.529968,100,570.288553
-6215.319965,100,570.585367
-4900.769955,100,570.942632
-5333.98996,100,571.189214
-5505.049973,100,571.395397
-6352.599957,100,571.645073
-5342.379955,100,571.85545
-5649.579975,100,572.066269
-4887.259964,100,572.299354
-4679.989944,100,572.551126
-4367.089962,100,572.795768
-4441.939964,100,573.443372
-4104.679974,100,573.665436
-6313.85997,100,573.882154
-4443.169979,100,574.096681
-4562.169968,100,574.30442
-5998.559975,100,574.503442
-5335.519962,100,574.729602
-4541.059959,100,575.200624
-3277.209984,100,579.022887
-4921.119953,100,579.195087
-5508.569973,100,579.378923
-5702.279964,100,579.578301
-7241.639957,100,579.817466
-5109.039967,100,580.180467
-4153.859959,100,580.547188
-4228.859959,100,580.870663
-5565.629967,100,581.346894
-3596.059956,100,581.667158
-5381.159954,100,582.070601
-6546.129951,100,582.41039
-3422.499966,100,582.651926
-9153.78997,100,582.917802
-4578.659966,100,583.603676
-2674.519966,100,583.849621
-3434.539963,100,584.09875
-5372.979977,100,584.313791
-3718.33997,100,584.548982
-5046.639973,100,584.776008
-5802.83997,100,585.019874
-4966.159962,100,590.082029
-6257.849968,100,590.4269
-4467.709961,100,590.767446
-4755.179966,100,591.238276
-4280.029961,100,591.829429
-5502.709965,100,592.328983
-6923.97998,100,592.723993
-4245.939964,100,593.154689
-4737.119957,100,593.580493
-5465.649952,100,593.873087
-6827.799965,100,594.082847
-4823.19997,100,594.301205
-5513.459984,100,594.509673
-4693.92997,100,594.853582
-4906.75996,100,595.187207
-5487.229973,100,595.521591
-5174.509972,100,595.850123
-8851.02998,100,600.488328
-3551.759964,100,600.829566
-5336.629967,100,601.173535
-3680.659962,100,608.341701
-4333.179958,100,608.603461
-3939.349964,100,609.406363
-4895.459961,100,609.819154
-6981.749966,100,610.570476
-4396.789963,100,611.483888
-4481.649956,100,612.03452
-4030.779961,100,612.426831
-2340.799953,100,612.823781
-4472.339954,100,613.241385
-5958.869965,100,613.752421
-4265.409969,100,614.526328
-4683.029968,100,614.893496
-4092.91996,100,615.171462
-5327.599964,100,615.401344
-3134.169964,100,615.607922
-4934.789951,100,615.862279
-4614.379963,100,616.132586
-4107.629967,100,616.458601
-4971.529961,100,616.681757
-5365.949982,100,617.325771
-5148.979977,100,625.608182
-5167.479977,100,625.846603
-4635.41996,100,626.122442
-4351.989964,100,626.328094
-4289.109959,100,626.624539
-5067.259972,100,626.958459
-5528.279968,100,627.328301
-4041.359955,100,627.685452
-5588.399971,100,628.039627
-4138.299961,100,628.406692
-5815.959969,100,628.961294
-5590.789974,100,629.1319
-4719.559967,100,629.347232
-5245.199959,100,629.556286
-3035.149952,100,629.773141
-4381.479969,100,629.969353
-4630.699955,100,630.182037
-5641.909954,100,630.439747
-6387.849953,100,630.627764
-4467.529957,100,630.807777
-3494.089962,100,634.253924
-4547.499966,100,634.43029
-5126.009964,100,634.607974
-5090.319965,100,634.789989
-6953.369965,100,634.974796
-3634.059956,100,635.185325
-4975.53997,100,635.534594
-5546.579964,100,635.873623
-3511.359951,100,636.211605
-4615.629959,100,636.549154
-3165.199966,100,636.871266
-5984.339958,100,637.36573
-3479.109962,100,637.570163
-6168.909966,100,637.829765
-6870.739964,100,638.038823
-5878.779976,100,638.255792
-3196.079952,100,638.502586
-4583.089966,100,638.674938
-3328.68996,100,638.85778
-5812.729969,100,639.055287
-5171.969955,100,641.339134
-4772.059963,100,641.474657
-5944.319977,100,641.614094
-4385.369961,100,641.765116
-4599.709972,100,641.902132
-5495.759972,100,642.056344
-5305.079964,100,642.219573
-4636.689957,100,642.539808
-4336.139965,100,642.856427
-6659.049965,100,643.156582
-4985.889961,100,643.468749
-5832.459961,100,643.766913
-6053.249977,100,644.062559
-5065.099968,100,644.354753
-5569.939972,100,644.649902
-5052.939968,100,644.941854
-2707.769955,100,645.256633
-5351.559963,100,645.550924
-4907.169956,100,645.842545
-5926.259983,100,646.133725
-4902.949959,100,646.428789
-6376.979954,100,651.769449
-6654.029976,100,652.222913
-3115.589962,100,652.541735
-3835.669964,100,653.319412
-4975.099964,100,653.643995
-4661.539967,100,653.950425
-3688.64996,100,654.265846
-3582.789974,100,654.57163
-4971.029961,100,654.869453
-4915.609962,100,655.163069
-5056.73996,100,655.461166
-3875.159966,100,655.756337
-3563.039967,100,656.056286
-5112.43996,100,656.353258
-4923.449963,100,656.647211
-4709.039963,100,660.648162
-5195.299973,100,660.814994
-4531.909962,100,660.965804
-4602.949966,100,661.116608
-3986.959953,100,661.294394
-6372.08997,100,663.795279
-3760.029961,100,663.937876
-5760.099976,100,664.08383
-4806.41996,100,664.229455
-4785.349957,100,664.393688
-4771.309975,100,664.5454
-5593.449963,100,664.701024
-4579.999969,100,664.864794
-5198.369961,100,665.025181
-4311.589973,100,665.188446
-2173.579956,100,665.358849
-5161.879959,100,665.527826
-5367.729973,100,665.690303
-3458.979954,100,665.852565
-4885.44997,100,666.018749
-3737.869957,100,666.169353
-5622.529957,100,666.33043
-4487.01997,100,666.49508
-3987.679958,100,666.67351
-5404.379955,100,667.094766
-5511.039967,100,667.262326
-3637.449966,100,670.271822
-4043.069958,100,670.407522
-5003.929974,100,670.562096
-5420.449963,100,670.705581
-3030.109962,100,670.860694
-4614.229965,100,671.020847
-4780.429958,100,671.169787
-3935.519958,100,671.330443
-5164.249969,100,671.488546
-4481.869972,100,671.651475
-3507.339966,100,671.820109
-6030.649967,100,671.977869
-4904.789974,100,672.129628
-5670.809967,100,672.285413
-6317.689957,100,672.445893
-3914.039951,100,672.626807
-5139.379955,100,672.835359
-3921.819962,100,673.040627
-6223.039967,100,673.214538
-4681.739964,100,673.378076
-4055.899963,100,675.940934
-3168.399963,100,676.288807
-5317.869961,100,676.489853
-4764.409958,100,676.672448
-5662.949959,100,676.834147
-3621.409966,100,676.983402
-5198.25996,100,677.13089
-2244.959957,100,677.280888
-5120.369965,100,677.426992
-6302.93996,100,677.574846
-6851.929962,100,677.740763
-5031.119957,100,678.052709
-4165.539963,100,678.352443
-4446.199966,100,678.656431
-3517.159962,100,678.953938
-6796.589962,100,679.248211
-5769.609966,100,679.408221
-5148.339977,100,679.550594
-5141.519966,100,679.696715
-4078.179958,100,679.846153
-6105.369968,100,680.004462
-5128.769958,100,684.249337
-2904.09996,100,684.535815
-4662.89996,100,684.820157
-5284.209957,100,685.108294
-3613.959965,100,685.393817
-4906.279976,100,685.847255
-5859.279964,100,686.152351
-4399.649967,100,686.450593
-6530.519947,100,686.741796
-5748.549953,100,687.031604
-4004.419956,100,687.321313
-3544.479969,100,687.618882
-6884.359962,100,687.913568
-6902.929962,100,688.08427
-4438.309952,100,688.232183
-4940.969963,100,688.379012
-4966.869961,100,688.528518
-5324.009964,100,688.725763
-3430.509964,100,688.878882
-5639.739952,100,689.051492
-5045.829971,100,693.26314
-5399.599968,100,693.604835
-3969.909958,100,694.044228
-3799.109966,100,694.380842
-5578.229973,100,694.695746
-4956.35997,100,694.997722
-4396.44997,100,695.301336
-6778.989952,100,695.613312
-3393.169964,100,695.908816
-4217.279964,100,696.203324
-5758.739967,100,696.491155
-5133.929966,100,696.78515
-5014.279953,100,697.085928
-4542.39996,100,699.852704
-4586.089973,100,699.993062
-3885.879959,100,700.551064
-4398.869957,100,700.855858
-2294.499958,100,701.169821
-4587.959969,100,701.504628
-5314.219955,100,701.818059
-4324.829964,100,702.130863
-4331.459965,100,706.685486
-3801.899963,100,706.983199
-4600.18996,100,707.267981
-5621.919983,100,707.572408
-6772.279964,100,707.862384
-4704.199955,100,708.152503
-3573.299961,100,708.44169
-3988.549957,100,708.733926
-3337.139957,100,709.027539
-4612.209969,100,709.320067
-3475.859959,100,709.658719
-5163.82996,100,709.955121
-6990.009968,100,710.253104
-4077.679955,100,710.552503
-4631.28997,100,710.852866
-5296.849957,100,711.150379
-4245.609974,100,711.446257
-5701.289963,100,711.740787
-4489.399956,100,712.040812
-4923.92997,100,712.327826
-3330.809963,100,716.475459
-4567.859955,100,716.765294
-4640.639965,100,717.051373
-4249.219967,100,717.334757
-5786.879974,100,717.671095
-4410.499966,100,718.029748
-4991.809959,100,718.33537
-4599.539959,100,718.632623
-3548.879959,100,718.959786
-4472.519955,100,719.259219
-4683.909966,100,719.570846
-3569.849968,100,719.872126
-3990.489952,100,720.167322
-4859.92997,100,720.463644
-4971.439964,100,720.756999
-2201.209961,100,721.043208
-5801.689968,100,721.330078
-3492.98996,100,721.512878
-6194.049973,100,721.668154
-7141.659973,100,721.826853
-3590.869953,100,721.968206
-3779.359974,100,724.482805
-5340.489967,100,724.623841
-5444.269978,100,724.76231
-5534.999958,100,724.918013
-5071.229961,100,725.070315
-4743.199963,100,725.229818
-4864.349953,100,725.392533
-3297.119965,100,725.553388
-4272.609959,100,725.85727
-4201.769955,100,726.139516
-4546.78997,100,726.312634
-6801.169968,100,726.468583
-3601.059967,100,726.630431
-5047.309963,100,726.783765
-3142.089966,100,726.938414
-4571.929955,100,727.081187
-2990.469955,100,727.234844
-4306.549969,100,727.391926
-4517.159966,100,727.541728
-4162.219963,100,727.699002
-4578.679958,100,730.117268
-4370.479969,100,730.257496
-5816.269966,100,730.396713
-3874.209961,100,730.54617
-4620.659966,100,730.705391
-3839.099972,100,730.860776
-4364.559963,100,731.013301
-6198.219963,100,731.172207
-5847.729961,100,731.328452
-7763.349972,100,731.490135
-5915.029953,100,731.646689
-4186.929962,100,731.81361
-4030.219959,100,731.977642
-3693.019966,100,732.126508
-5503.499962,100,732.280227
-5356.729961,100,732.450466
-3160.559963,100,733.520837
-4541.289959,100,733.887419
-4382.309971,100,734.242137
-4550.559956,100,734.429521
-4778.069962,100,734.882879
-4885.899967,100,737.72749
-4116.669964,100,737.867536
-6515.749973,100,738.009012
-5629.89996,100,738.17235
-3831.479958,100,738.685077
-6920.669975,100,738.990175
-5473.379971,100,739.289694
-5791.45998,100,739.586357
-5847.019966,100,739.880491
-5052.729969,100,740.175251
-4767.519958,100,744.280875
-5329.449959,100,744.576713
-2844.16996,100,744.869272
-3239.759953,100,745.153687
-4971.629959,100,745.443083
-5204.639961,100,745.73185
-3361.329964,100,746.022142
-5206.149971,100,746.311149
-4729.849968,100,746.599737
-4726.269955,100,746.89149
-4631.789967,100,749.157731
-3677.689957,100,749.300775
-4344.359951,100,749.674196
-3274.829956,100,749.883443
-4568.799976,100,750.036788
-5039.659969,100,750.187712
-3715.409962,100,750.355923
-3993.999962,100,750.523181
-3588.08997,100,750.681148
-4627.209965,100,750.922662
-5061.139965,100,751.107247
-4530.289963,100,751.260401
-4277.469952,100,751.421543
-3504.719971,100,751.588379
-5196.219963,100,751.763921
-3220.299961,100,751.908777
-4603.639961,100,752.058873
-5022.349968,100,752.201064
-5877.549969,100,752.345944
-6505.649975,100,752.496198
-5063.369965,100,752.660354
-5667.219959,100,756.365673
-6131.669975,100,756.537324
-6480.059978,100,756.696939
-4270.919971,100,756.889314
-4910.209946,100,757.113136
-3374.889965,100,757.549683
-6007.119953,100,757.899374
-3972.749962,100,758.34131
-6351.379967,100,758.916759
-6019.959961,100,759.450091
-2911.899967,100,759.817269
-5326.819958,100,760.136717
-3978.039963,100,760.460829
-3974.97995,100,760.783368
-6616.399967,100,761.105037
-4357.139957,100,761.36225
-4129.109974,100,761.580818
-6304.849964,100,761.819099
-3839.14996,100,762.436248
-5274.079979,100,762.918763
-4480.849968,100,766.633852
-4426.029972,100,766.809912
-3899.349957,100,767.171024
-4323.689968,100,767.495222
-4635.48996,100,767.947166
-4894.289978,100,768.321739
-4761.629963,100,768.696342
-3760.949963,100,768.973087
-4756.609962,100,769.213201
-4602.849957,100,769.463224
-4476.239956,100,769.870027
-5484.59996,100,770.280678
-6129.769951,100,770.640736
-6261.969971,100,771.066526
-4930.569969,100,771.516856
-4890.749962,100,771.905013
-5954.809963,100,772.314452
-3467.32996,100,772.69883
-4862.419956,100,773.255908
-4599.689964,100,773.444897
-4831.599968,100,773.818924
-5285.329952,100,779.338591
-5984.659962,100,779.537038
-2811.959961,100,779.817414
-3164.959961,100,780.447321
-4779.91996,100,780.863933
-4047.969971,100,781.206053
-3697.209957,100,781.561797
-5180.48996,100,781.930508
-5032.929966,100,782.258535
-5973.589951,100,782.68417
-3711.949959,100,783.2936
-4801.349964,100,783.670238
-6482.139957,100,783.910808
-5455.359966,100,784.099301
-5259.109962,100,784.34863
-4419.459969,100,784.626838
-4417.689964,100,784.861093
-3353.989964,100,785.221979
-5487.999966,100,785.646665
-2969.759964,100,786.002873
-5241.479965,100,789.244063
-3198.789959,100,789.398785
-4023.119965,100,789.543296
-5626.489964,100,789.676983
-4200.159958,100,789.823053
-4522.149971,100,789.980026
-4676.789963,100,790.234048
-3801.209965,100,790.58988
-4538.499969,100,794.85769
-4729.529968,100,795.026302
-3428.749962,100,795.188997
-5076.899967,100,795.365702
-5816.329967,100,795.522036
-3221.529964,100,795.669461
-4868.349964,100,795.810913
-5645.549965,100,795.958462
-4004.23996,100,796.114932
-3559.249966,100,796.254004
-4867.439964,100,796.39604
-4136.289959,100,796.567682
-5017.969955,100,796.76671
-3716.589958,100,801.171246
-6396.529972,100,801.454906
-5008.189953,100,801.738522
-4764.119968,100,802.013433
-6374.609955,100,802.287032
-4017.189972,100,802.567733
-4123.789967,100,802.917671
-4038.089966,100,803.267297
-3897.73996,100,803.577754
-5229.059967,100,803.870688
-3559.399971,100,804.156593
-4936.069969,100,804.448165
-6497.60997,100,804.751661
-3519.399956,100,805.107328
-5198.349953,100,805.461402
-5817.019958,100,805.798844
-4328.049984,100,806.202163
-5226.159966,100,806.575937
-5442.659966,100,806.784225
-5232.039963,100,806.964717
-5701.19997,100,811.87122
-4451.799969,100,812.183206
-5194.279957,100,812.482874
-6398.379963,100,812.784361
-4830.009968,100,813.28086
-4506.749962,100,813.6151
-3569.949951,100,813.938114
-5014.699963,100,814.257226
-3748.159966,100,814.837093
-3474.959969,100,815.296603
-4363.229965,100,815.643368
-4517.709949,100,815.956216
-5061.339966,100,816.259418
-4780.599964,100,816.562855
-4834.909966,100,816.85755
-5825.229969,100,817.173371
-4045.959961,100,817.472661
-4022.539963,100,817.760916
-2917.969955,100,818.041509
-4365.149971,100,818.328569
-3883.759968,100,819.135108
-4480.959961,100,823.128641
-3324.349968,100,823.339241
-5428.529964,100,823.552887
-4898.249969,100,823.786671
-3513.719963,100,823.959855
-3925.429962,100,824.15756
-3459.289963,100,824.329041
-3800.349964,100,824.637418
-4262.549953,100,824.934893
-3740.969971,100,825.161371
-4412.819965,100,825.305305
-4506.949959,100,825.470584
-4499.01997,100,825.605501
-4541.619961,100,825.754732
-4370.379971,100,825.918675
-2914.079975,100,826.063566
-4383.34996,100,826.202335
-4327.389965,100,826.340863
-4876.119965,100,826.509747
-3746.499973,100,826.656883
-5719.639973,100,830.248896
-5633.649963,100,830.52324
-4623.999969,100,830.823893
-3056.60997,100,831.138573
-3222.68996,100,831.435341
-3975.469959,100,831.721838
-5998.529964,100,831.990099
-4990.599964,100,832.158149
-3861.299973,100,832.343517
-4080.679958,100,832.550699
-5221.929958,100,832.720989
-3518.449966,100,832.914224
-3773.039967,100,833.086461
