#{"t_start": 1776486179.9321058, "env_id": "None"}
r,l,t
3833.76619,100,2081.575387
974.163837,100,2082.237196
1765.56316,100,2082.96509
656.264214,100,2111.82986
3353.238468,100,2112.385446
1278.932289,100,2112.711105
2496.912445,100,2112.991146
1170.972507,100,2113.493398
1853.00735,100,2114.054129
3226.941792,100,2114.645177
-595.033897,100,2115.268898
1140.272827,100,2115.852836
3935.042656,100,2116.47867
1454.512581,100,2117.179025
2689.094814,100,2117.848782
698.639431,100,2118.461008
-1923.338215,100,2119.083966
2110.033628,100,2119.767133
1579.169186,100,2120.387202
1349.191548,100,2120.979544
1735.62232,100,2121.600551
859.982906,100,2122.189259
1356.234016,100,2122.797786
1884.943993,100,2149.560025
490.452709,100,2150.249984
670.324112,100,2150.863974
2856.838722,100,2151.444955
2776.55949,100,2152.010218
2721.508137,100,2152.586735
2411.220299,100,2153.173741
2349.417698,100,2153.77028
1560.730686,100,2154.35236
2846.568085,100,2154.932985
485.973129,100,2155.524444
1314.558985,100,2156.105171
-358.322777,100,2156.690049
1708.362329,100,2157.443418
2080.540685,100,2158.419509
1474.513481,100,2158.746975
1672.839825,100,2159.05941
1865.421751,100,2159.331592
3178.559162,100,2159.62237
2763.341362,100,2159.893342
2221.139957,100,2160.16667
1626.826839,100,2185.739019
2195.597134,100,2186.416437
3364.070721,100,2187.062927
1221.876635,100,2187.698501
594.997944,100,2188.206656
1925.162399,100,2188.4865
2766.110348,100,2188.745049
2604.028997,100,2189.039013
3832.072403,100,2189.638798
3386.45499,100,2190.265326
732.321774,100,2190.875459
651.144424,100,2191.46961
636.09457,100,2192.046155
3879.621037,100,2192.616235
3338.263569,100,2193.186613
1851.920116,100,2193.745191
2148.141903,100,2194.314622
2497.325581,100,2194.90982
2805.713234,100,2195.50165
1585.04311,100,2196.079612
-410.27338,100,2220.947976
1793.032578,100,2221.359117
4079.131601,100,2222.800133
3147.175304,100,2224.299245
2336.025627,100,2224.901089
4082.188023,100,2225.691924
1472.619488,100,2226.341738
1025.792692,100,2226.927238
632.534389,100,2227.699318
2389.372284,100,2228.340034
3101.79393,100,2228.964258
2829.490196,100,2229.530214
2662.474121,100,2230.082604
2393.328922,100,2230.641939
3371.480858,100,2231.189429
1706.267288,100,2231.751679
1862.147705,100,2232.355456
1851.495689,100,2232.939369
-240.536037,100,2233.513988
2816.711441,100,2234.064543
1437.079834,100,2234.629529
1557.490749,100,2267.791613
2790.218868,100,2268.805437
819.754807,100,2269.507563
2563.59934,100,2270.133388
1076.320137,100,2270.798248
2345.090916,100,2271.397262
224.212242,100,2271.982353
1501.631905,100,2272.562087
2372.740471,100,2273.141516
1906.52219,100,2273.769422
2848.413528,100,2274.401855
1926.168217,100,2275.030029
2265.327061,100,2275.644602
2450.417366,100,2276.226722
2073.68856,100,2276.839
2560.887094,100,2277.428274
2161.635937,100,2278.066898
2009.737423,100,2278.657311
2942.986229,100,2279.237951
1656.490616,100,2279.823577
1502.116171,100,2303.045507
1728.017719,100,2303.66632
-640.416336,100,2304.246088
1816.929796,100,2305.009812
-2584.810715,100,2305.804875
380.481533,100,2306.322744
2280.416325,100,2307.981058
1983.888716,100,2309.393317
2532.092869,100,2310.179107
-847.961403,100,2311.031342
2523.338421,100,2312.151728
3446.241882,100,2312.799249
2049.14607,100,2313.366948
365.432629,100,2314.134921
2993.341717,100,2314.787107
2341.46677,100,2315.543188
2667.558903,100,2316.668652
1156.841171,100,2317.181575
3118.987202,100,2317.588407
3236.671761,100,2318.015933
3960.360493,100,2318.380357
1723.525368,100,2340.915957
2604.210579,100,2341.485472
1667.867863,100,2342.058467
1504.597115,100,2342.625719
-183.586174,100,2343.186031
2397.074703,100,2343.742112
3533.439831,100,2344.316795
294.904875,100,2344.884362
3042.401176,100,2345.452166
73.602489,100,2346.018434
1830.150749,100,2346.576944
3316.779579,100,2347.355889
1735.465031,100,2348.433424
3637.075211,100,2349.137919
4171.136992,100,2350.193379
2655.552616,100,2350.494022
2198.943592,100,2350.776294
1913.572311,100,2351.298514
3241.722763,100,2351.816745
3060.691221,100,2352.178086
-270.965397,100,2375.165351
3442.758232,100,2375.75755
2290.588711,100,2376.349733
2079.486397,100,2376.914109
1538.982548,100,2377.492655
966.805012,100,2378.073653
-254.02351,100,2378.655628
3118.228043,100,2379.245048
2854.645775,100,2379.822799
3097.672413,100,2380.413534
2227.678642,100,2380.993481
1419.852707,100,2381.58874
1796.324554,100,2382.165572
1490.179264,100,2382.751068
1717.670174,100,2383.340162
2140.365849,100,2383.922146
1693.870436,100,2384.532562
353.734291,100,2385.141097
2549.843601,100,2385.780501
1934.491987,100,2386.375149
278.473263,100,2386.957042
1159.923494,100,2413.9741
1892.469845,100,2414.549555
1175.717827,100,2415.112486
841.843857,100,2415.713492
1271.088078,100,2416.288151
2490.716297,100,2416.876053
888.507858,100,2417.458744
2106.447754,100,2418.052474
419.201807,100,2418.611777
1768.921188,100,2418.911832
1827.342644,100,2419.222387
1538.968025,100,2419.541248
2710.507282,100,2419.861264
1802.195396,100,2420.13771
930.120644,100,2420.401402
-225.112617,100,2420.667405
1615.435043,100,2420.954329
1923.306477,100,2421.22144
2998.220898,100,2421.480909
2453.701019,100,2421.752992
1096.831593,100,2445.639197
1920.965183,100,2446.239587
1191.544504,100,2446.844672
3033.474472,100,2448.263639
-113.4238,100,2448.832905
1268.95031,100,2449.401428
1552.138882,100,2449.96915
1729.849194,100,2450.520814
-1551.740231,100,2451.096469
1233.244278,100,2451.661134
1380.18116,100,2452.21677
3215.187607,100,2452.763622
582.341888,100,2453.336477
1660.887987,100,2453.884765
1657.895683,100,2454.435745
2641.378056,100,2454.985287
1930.387436,100,2455.538025
2811.595633,100,2456.104634
1884.858604,100,2456.656515
1811.974331,100,2457.211209
2189.762096,100,2457.787381
2084.66584,100,2482.442383
3576.961689,100,2483.020753
1992.70549,100,2483.647741
2165.543182,100,2484.252165
213.771626,100,2484.815031
3628.765125,100,2485.3684
2329.701851,100,2485.96159
3422.055439,100,2486.566577
1790.702156,100,2487.144651
1369.624836,100,2487.721011
1900.740135,100,2488.297755
1102.241037,100,2488.87003
1700.367069,100,2489.433618
1193.187733,100,2489.998234
2435.54653,100,2490.554126
1537.930759,100,2491.111354
4264.878956,100,2491.696631
2512.501175,100,2492.261027
1540.014542,100,2492.81899
751.356823,100,2493.377737
2396.640644,100,2514.674499
2612.780128,100,2515.266435
1141.298626,100,2515.841597
1308.728458,100,2516.411092
473.243212,100,2517.445841
3587.125645,100,2518.270461
1484.892403,100,2519.242292
4167.81274,100,2520.01467
1202.81492,100,2520.646543
1758.078031,100,2521.317452
2955.755905,100,2521.950142
2462.65806,100,2522.547783
1828.335342,100,2523.125379
-1592.127003,100,2523.695666
3896.95944,100,2524.266026
390.60219,100,2524.836376
1911.047346,100,2525.429771
4165.224255,100,2525.999133
2184.790268,100,2526.567339
4384.771786,100,2527.144455
3575.077694,100,2527.801531
2937.620293,100,2549.272502
1643.694561,100,2549.834495
2400.982597,100,2550.393738
-196.437515,100,2550.965763
3284.092796,100,2551.534823
2526.079613,100,2552.115654
883.502464,100,2552.691802
2860.892284,100,2553.16907
1566.705536,100,2553.436475
1716.92474,100,2553.707757
-726.658669,100,2553.976413
1055.189201,100,2554.249785
1116.753471,100,2554.521517
775.118474,100,2554.805925
1058.19318,100,2555.092344
1492.719963,100,2555.367348
3103.886959,100,2555.661436
898.061775,100,2555.958291
1569.009836,100,2556.270898
-1622.667618,100,2556.543903
2166.692207,100,2580.542949
4231.731846,100,2581.126806
797.653984,100,2581.690776
1226.96435,100,2582.282441
3418.474689,100,2582.865099
2666.84346,100,2583.43677
1336.707027,100,2584.010337
-146.976942,100,2584.57057
1845.764681,100,2585.135546
3020.667295,100,2585.713812
1673.632036,100,2586.281669
1766.946415,100,2586.839335
1385.91139,100,2587.415959
977.82074,100,2588.003046
2436.564114,100,2588.58172
1480.00565,100,2589.142375
2621.222218,100,2589.709494
-468.233501,100,2590.287166
3038.817064,100,2590.847611
1025.111462,100,2591.414563
228.198666,100,2591.977584
3187.51034,100,2616.761286
599.452106,100,2617.342583
-412.891129,100,2617.951792
1374.755424,100,2618.561484
2422.923317,100,2619.152048
2490.979702,100,2619.730189
-499.767851,100,2620.305048
3204.883743,100,2620.868013
3415.518265,100,2621.441934
2649.415913,100,2622.026082
1747.37812,100,2622.609823
1547.560585,100,2623.232148
3874.425592,100,2623.80168
1452.299023,100,2624.380414
2302.554544,100,2624.946669
2581.245968,100,2625.547511
1855.113218,100,2626.145851
2709.699055,100,2626.727559
1619.204692,100,2627.323194
2044.130058,100,2627.914667
-935.068279,100,2651.087399
3233.357075,100,2651.670711
2739.141487,100,2652.250201
1128.2593,100,2652.819016
891.618172,100,2653.418678
760.719341,100,2653.980115
3223.854324,100,2654.591473
3570.696274,100,2655.194364
1877.400934,100,2655.782329
888.112303,100,2656.361788
1374.23851,100,2656.924998
308.465813,100,2657.495403
1826.466606,100,2658.088238
2687.693579,100,2658.676175
2465.454182,100,2659.241553
1084.256607,100,2659.803671
1909.366138,100,2660.371516
2566.18441,100,2660.933793
1676.884731,100,2661.501783
1901.465897,100,2662.06159
769.793881,100,2662.6316
910.04845,100,2684.733623
357.824062,100,2685.303328
2701.180317,100,2686.245302
3817.827774,100,2686.583779
1032.978459,100,2687.672921
1261.105054,100,2689.216854
2403.183941,100,2689.912102
587.396526,100,2690.625275
3324.441767,100,2691.263791
195.931828,100,2692.318063
2670.69548,100,2692.902353
1405.66363,100,2693.492662
-158.968353,100,2694.052436
492.342049,100,2694.612296
2652.343517,100,2695.162747
2896.354225,100,2695.73025
2924.969505,100,2696.335161
3855.578308,100,2696.960856
2783.419102,100,2697.576579
3003.36514,100,2698.243734
850.91098,100,2720.27141
3161.853785,100,2720.892159
2462.536186,100,2721.508595
739.420847,100,2722.099544
1533.727348,100,2722.678131
1873.982273,100,2723.299528
554.873684,100,2723.903791
-910.751308,100,2724.522148
2400.140972,100,2725.102187
921.149529,100,2725.675156
2361.003813,100,2726.290937
2959.591253,100,2726.976771
3141.470631,100,2728.731291
2841.666756,100,2730.210187
2659.457853,100,2730.566155
2734.558355,100,2730.861109
1488.674006,100,2731.189375
2249.885735,100,2731.603781
-601.467834,100,2731.960471
618.809515,100,2732.3204
1953.469627,100,2732.662948
2713.065468,100,2755.05839
1198.636524,100,2755.627175
-77.947393,100,2756.2188
2220.422459,100,2756.783291
3355.838932,100,2757.349068
2589.15136,100,2757.935141
1017.969769,100,2758.512086
1367.005497,100,2759.079763
2851.33424,100,2759.638331
3507.102921,100,2760.201728
3684.485916,100,2760.905296
3320.031864,100,2761.526443
2202.772522,100,2762.09548
2573.42274,100,2762.661634
2136.652382,100,2763.245186
1924.810984,100,2763.828956
1860.72588,100,2764.405006
1669.199299,100,2764.978074
1734.502781,100,2765.547827
-1030.650246,100,2766.117412
1915.495125,100,2789.977979
594.386227,100,2790.563853
230.388191,100,2791.131056
44.67234,100,2791.70574
1993.449137,100,2792.271577
2338.559769,100,2792.835712
2287.195141,100,2793.425139
2413.848576,100,2794.076415
2757.101376,100,2794.670716
1435.687313,100,2795.246418
1387.849178,100,2795.857847
3332.500916,100,2796.490676
-604.79245,100,2797.075601
2784.986526,100,2797.650214
3434.585217,100,2798.239346
3273.845474,100,2798.808215
1464.212269,100,2799.377891
4.074802,100,2799.954797
3012.79303,100,2800.530653
46.702412,100,2801.102661
3373.290215,100,2801.666828
1968.873821,100,2825.846099
356.579243,100,2826.417619
2044.386818,100,2826.969177
2196.212662,100,2827.542477
3459.092167,100,2828.122489
2209.772278,100,2828.681422
2387.129189,100,2829.240047
1722.482407,100,2829.787454
1419.810768,100,2830.258046
2829.482662,100,2830.534122
1754.895134,100,2830.85348
1808.482611,100,2831.199542
749.569286,100,2831.477598
730.439205,100,2831.745841
2598.624364,100,2832.015585
3954.795265,100,2832.289189
938.597425,100,2832.561281
227.855892,100,2832.825631
652.943043,100,2833.106893
3679.284092,100,2833.380615
707.088009,100,2853.05517
4012.674402,100,2853.62204
3893.336124,100,2854.172268
2248.403328,100,2854.730656
2993.998798,100,2855.563584
2787.256901,100,2855.92614
2596.805222,100,2856.374071
1954.744667,100,2857.360984
1837.297699,100,2858.215335
1855.531511,100,2858.935141
2371.587551,100,2859.677762
2694.379452,100,2860.576229
-1131.627663,100,2861.190509
2242.376133,100,2861.749981
-28.855175,100,2862.3008
3444.290432,100,2862.853323
2117.563393,100,2863.41051
3017.896736,100,2863.962422
1288.268993,100,2864.518021
2578.333765,100,2865.357275
3868.438845,100,2866.050726
2084.789309,100,2885.199894
2223.370232,100,2885.501935
1475.3972,100,2885.788808
1769.303668,100,2886.089867
-75.205056,100,2886.388755
2363.298061,100,2931.765817
2670.287909,100,2932.030335
2778.945031,100,2932.291169
635.500877,100,2932.551149
2489.967558,100,2932.850188
1195.528713,100,2933.195081
889.750431,100,2933.481339
2928.368446,100,2933.749416
2298.335724,100,2934.018326
428.142769,100,2934.297103
2776.392502,100,2934.562147
2156.477148,100,2934.82273
1903.371368,100,2935.095262
2883.23291,100,2935.356883
2782.460354,100,2935.645584
2816.153719,100,2959.607107
1262.711119,100,2960.195611
2326.867058,100,2960.750026
3617.516098,100,2961.32854
2276.812004,100,2961.884926
2604.085419,100,2962.4421
2637.146664,100,2962.996445
44.895443,100,2963.555465
1710.832351,100,2964.107628
2815.360804,100,2964.69133
3462.189243,100,2965.253341
1546.84264,100,2965.813524
954.663857,100,2966.414357
2156.412796,100,2966.972977
3575.876377,100,2967.546512
570.030205,100,2968.133639
-61.503693,100,2968.699292
3198.008713,100,2969.257912
2128.723301,100,2969.812486
2340.358093,100,2970.368845
2318.010475,100,2970.918064
2101.044205,100,2994.84114
3714.00329,100,2995.39975
1718.705383,100,2995.971599
3683.877979,100,2996.549472
1212.184757,100,2997.1044
2622.849182,100,2997.69381
3020.251053,100,2998.292091
1584.252006,100,2998.866129
2987.754253,100,2999.440256
695.52354,100,3000.028887
883.11747,100,3000.634058
349.999534,100,3001.268987
1556.690392,100,3001.609477
1236.688881,100,3001.927302
2290.977268,100,3002.241246
-1581.214029,100,3002.560242
2027.747086,100,3002.872557
595.364735,100,3003.195163
2161.741562,100,3003.515879
3782.903904,100,3003.830895
3343.656067,100,3028.928105
2577.50634,100,3029.242796
2666.83025,100,3029.567266
1622.162565,100,3029.862676
2275.572208,100,3030.152893
856.532717,100,3030.437292
1587.93923,100,3030.715617
2991.491154,100,3030.982776
692.378464,100,3031.257594
2247.824617,100,3031.517533
1524.240101,100,3031.783646
1144.804274,100,3032.054121
2719.456099,100,3032.330625
2414.576946,100,3032.589714
1058.517715,100,3032.847676
1861.041317,100,3033.123765
-1676.187042,100,3033.380272
588.093124,100,3033.650913
2036.344921,100,3033.964237
1371.083179,100,3034.27757
493.236357,100,3055.143718
2663.531441,100,3055.739322
2549.567432,100,3056.328771
2178.087715,100,3056.926533
3369.260815,100,3057.514647
2627.67975,100,3058.107715
513.531555,100,3058.686619
2104.441589,100,3059.250997
2668.489571,100,3059.818577
3403.304482,100,3060.387925
2339.655163,100,3060.972185
-1523.77866,100,3061.544135
3146.504522,100,3062.115475
4270.586487,100,3062.68427
4511.244366,100,3063.251617
1368.772263,100,3063.814272
3273.958263,100,3064.383293
1539.358322,100,3064.952416
1450.212906,100,3066.053146
2363.739227,100,3066.708643
2018.870819,100,3068.338875
2236.051096,100,3091.255226
3092.673576,100,3091.886755
1419.212639,100,3092.479836
2603.579571,100,3093.048369
2413.491764,100,3093.604971
-66.249496,100,3094.165462
1461.550411,100,3094.72254
4387.03899,100,3095.288335
1389.776157,100,3095.857451
2441.730812,100,3096.433857
2814.798416,100,3097.026551
3879.070091,100,3097.615555
1791.834953,100,3098.203375
1710.37225,100,3098.776738
3696.718758,100,3099.341996
1887.393173,100,3099.909969
1281.34226,100,3100.504174
3772.596495,100,3101.0846
1796.199427,100,3101.649056
2018.678177,100,3102.211859
174.017811,100,3124.602733
2151.581074,100,3124.963644
1884.831928,100,3125.249847
-426.508436,100,3125.527892
2660.970634,100,3125.816232
346.414764,100,3126.103203
3519.363045,100,3126.397166
1427.830875,100,3126.668461
2594.778793,100,3126.939461
2519.957809,100,3127.213512
2571.568172,100,3127.499824
2348.80393,100,3127.793372
2704.503685,100,3128.090951
2200.935753,100,3128.359994
3043.307915,100,3128.62882
2406.765415,100,3128.898517
1718.165573,100,3129.184753
3905.038139,100,3129.447351
3493.865837,100,3129.721567
1856.340504,100,3129.984493
309.305492,100,3130.255108
3701.77689,100,3148.452778
3845.655119,100,3148.747025
1993.853329,100,3149.019255
1246.379158,100,3149.284245
2047.228073,100,3149.545517
1930.039101,100,3149.816513
2670.950764,100,3150.080422
2240.454235,100,3150.340779
70.160765,100,3150.614447
2774.966389,100,3150.877816
3344.599194,100,3151.149923
2839.227867,100,3151.41048
3074.227386,100,3151.681264
1297.108753,100,3151.942996
2942.963537,100,3152.209538
2864.467171,100,3152.472641
1829.829975,100,3152.744199
1827.132271,100,3153.012144
2651.128641,100,3153.514447
2095.778458,100,3154.503622
2255.901123,100,3176.231919
1583.149025,100,3176.829907
2924.264727,100,3177.409007
986.881924,100,3178.00355
1810.78133,100,3178.591459
653.336124,100,3179.15584
2890.239613,100,3179.730227
1918.682806,100,3180.297091
2334.805576,100,3180.865496
2324.635918,100,3181.432774
4439.898304,100,3182.014039
1665.483616,100,3182.605173
3026.81048,100,3183.186781
1853.310535,100,3183.771718
2707.200039,100,3184.355026
1057.950329,100,3184.920798
2295.888218,100,3185.495835
1619.115154,100,3186.068203
1752.143204,100,3186.645628
1433.771078,100,3187.232119
1903.410984,100,3187.818554
3083.45945,100,3210.188222
3520.558559,100,3210.764755
79.220966,100,3211.338796
2280.859165,100,3211.904668
2030.683632,100,3212.4805
462.104885,100,3213.062977
4255.508347,100,3213.65226
2493.19659,100,3214.224222
873.268616,100,3214.821861
2804.612444,100,3215.506451
2202.629925,100,3216.109413
2520.260899,100,3216.692248
1249.266647,100,3217.259633
2620.192104,100,3217.845335
3113.379823,100,3218.431108
1818.53651,100,3219.054412
3619.386013,100,3219.63919
3394.528584,100,3220.205366
1862.071117,100,3220.768371
1949.752211,100,3221.33745
1532.707767,100,3242.961782
1850.038174,100,3243.553391
2113.512039,100,3244.108896
2274.286625,100,3244.6591
3068.650747,100,3245.216667
1431.170261,100,3245.958737
2062.353433,100,3246.567028
1897.617067,100,3248.454653
1559.776236,100,3249.323432
3081.608395,100,3250.191311
2136.287132,100,3250.805311
1661.763725,100,3251.465576
2415.032681,100,3252.063857
3979.230492,100,3252.659536
3390.760231,100,3253.254876
3033.621481,100,3253.842678
2309.181858,100,3254.433443
3257.241306,100,3255.020482
1815.952866,100,3255.621739
3411.742638,100,3256.21277
1187.351408,100,3256.80857
3772.731052,100,3278.305567
2175.852428,100,3278.888307
3261.018253,100,3279.490975
-710.664135,100,3280.061054
1421.510826,100,3280.634755
885.623898,100,3281.205153
2668.087426,100,3281.770118
861.931126,100,3282.335489
3032.201422,100,3282.892964
1256.461975,100,3283.465107
1707.48687,100,3284.034503
2134.604801,100,3284.6056
2250.095058,100,3285.177381
1246.880859,100,3285.757261
2462.951548,100,3286.339792
1298.501793,100,3286.922195
2054.808647,100,3287.503525
446.512768,100,3288.097948
6.627541,100,3288.705817
2756.350014,100,3289.291671
2723.280754,100,3313.232975
1317.842896,100,3313.827737
-550.362068,100,3314.396579
3575.250549,100,3314.928075
-74.812237,100,3315.477711
1628.421387,100,3316.042409
2515.193649,100,3316.637465
3858.290508,100,3317.341023
2599.765079,100,3317.924558
3254.895767,100,3318.500862
2756.89183,100,3319.078302
1945.482716,100,3319.680204
63.993575,100,3320.253071
2825.301117,100,3320.818878
1567.780025,100,3321.423374
1826.289963,100,3322.006314
2449.111364,100,3322.569098
1773.049576,100,3323.131101
2208.45845,100,3323.698049
2295.700996,100,3324.251579
3511.643486,100,3324.811095
2220.65884,100,3345.934892
1690.865738,100,3346.545357
1144.394272,100,3347.128793
401.115246,100,3348.390377
3154.70488,100,3349.423932
1007.337566,100,3350.29827
2816.612045,100,3351.148734
2208.163116,100,3351.754937
3658.949184,100,3352.423938
1369.827429,100,3353.060733
523.004133,100,3353.637615
1149.580254,100,3354.207007
351.830097,100,3354.78692
2167.123232,100,3355.345739
1564.911137,100,3355.901129
2602.156849,100,3356.459136
1520.901075,100,3357.019867
2911.622494,100,3357.620228
3891.323736,100,3358.20868
1931.051273,100,3358.766829
3328.932314,100,3379.740871
1866.478931,100,3380.460739
1443.983431,100,3381.045563
4534.118023,100,3381.620059
2832.777008,100,3382.185776
4150.917034,100,3382.750108
1438.493244,100,3383.31752
1172.717653,100,3383.88365
3441.588011,100,3384.450548
1475.245743,100,3385.011667
1029.231739,100,3385.585068
2479.600758,100,3386.149069
2298.35585,100,3386.720617
1710.781509,100,3387.290654
1180.759167,100,3387.881212
902.173374,100,3388.459479
2826.459057,100,3389.015924
4669.863576,100,3389.584196
2723.023426,100,3390.151736
-407.932431,100,3390.720632
2222.943308,100,3391.28219
-495.485394,100,3417.603984
2231.004555,100,3418.292794
926.454075,100,3418.904449
3019.936138,100,3419.470522
3302.411743,100,3420.032086
2735.142262,100,3420.587189
1726.633282,100,3421.145937
3380.29978,100,3421.69648
3059.022095,100,3422.255353
1262.096256,100,3422.805659
3634.363201,100,3423.356246
4251.159325,100,3423.920249
3028.083557,100,3424.471481
2732.549556,100,3425.025333
2875.160439,100,3425.576452
1296.248077,100,3426.130005
2792.004776,100,3426.703654
2456.704857,100,3427.340548
1255.448639,100,3428.047137
1992.618637,100,3428.634513
3815.636562,100,3452.01583
2692.97514,100,3452.768178
2871.056656,100,3453.446333
1924.811312,100,3454.026874
2644.173119,100,3454.608056
2259.068249,100,3455.17708
1132.352455,100,3455.739828
3624.476894,100,3456.305455
-874.412647,100,3456.888766
3375.645744,100,3457.458862
3326.984818,100,3458.051028
538.768726,100,3458.643335
2911.879078,100,3459.22645
2514.395077,100,3459.797163
1612.260113,100,3460.371333
2717.369217,100,3460.944922
2946.104212,100,3461.513166
2671.902288,100,3462.077531
2116.460888,100,3462.639111
1912.907604,100,3463.202938
2154.218895,100,3463.765773
1959.649342,100,3485.547769
1807.648598,100,3486.121239
2337.98736,100,3486.683424
3349.317226,100,3487.27713
2994.727753,100,3487.854865
4253.822079,100,3488.482783
1560.513277,100,3489.05105
770.481556,100,3489.619085
2528.914167,100,3490.17827
4014.142704,100,3490.738733
2366.930782,100,3491.311489
1931.075741,100,3491.881168
2336.284561,100,3492.446479
1928.692245,100,3493.010457
288.710434,100,3493.57347
2288.244179,100,3494.145634
-510.565762,100,3494.753959
2585.378731,100,3495.344277
2727.562656,100,3495.913453
2840.939632,100,3496.479483
2803.935776,100,3520.790973
2457.988857,100,3521.37876
17.052261,100,3521.955909
2206.32872,100,3522.522718
1045.636219,100,3523.079398
2938.233665,100,3523.644638
2319.669811,100,3524.200307
324.728119,100,3524.75543
2105.166466,100,3525.311381
2764.252667,100,3525.870016
844.428072,100,3526.448828
1073.220963,100,3527.02927
1325.756926,100,3527.625339
2222.608747,100,3528.21362
488.66523,100,3528.782235
3785.051079,100,3529.360265
2456.399418,100,3529.930882
432.214081,100,3530.502529
3468.167376,100,3531.091645
238.08102,100,3531.688709
2329.822414,100,3532.264497
793.220791,100,3555.054229
64.921179,100,3555.627077
-90.356628,100,3556.185495
3274.257603,100,3556.737606
899.024323,100,3557.312254
1518.352815,100,3557.899063
2121.002029,100,3558.474369
278.19408,100,3559.031044
4694.78532,100,3559.625091
2578.821903,100,3560.261158
1659.696781,100,3560.836534
2471.115448,100,3561.39753
1342.583073,100,3561.963534
2451.348724,100,3562.533248
1360.04707,100,3563.09335
-237.507545,100,3563.651572
3021.238203,100,3564.228053
3002.9909,100,3564.791052
3359.536205,100,3565.354194
2566.876705,100,3565.916857
932.7428,100,3585.267162
1266.522085,100,3585.850528
1824.675674,100,3586.422339
578.685959,100,3587.017611
3221.172054,100,3587.612201
-539.808281,100,3588.196926
1484.452579,100,3588.769294
2198.067024,100,3589.330629
932.409603,100,3589.899219
1331.353043,100,3590.859845
2899.261555,100,3591.861408
3686.773534,100,3592.401597
2606.566212,100,3593.111782
2333.176304,100,3593.631238
767.995188,100,3594.494578
1633.440353,100,3595.140804
-1152.24448,100,3595.790572
854.678314,100,3596.676179
2913.492126,100,3597.282027
3343.405766,100,3597.907224
-458.143864,100,3598.491408
3181.080006,100,3629.459635
1643.284176,100,3630.061854
2422.94965,100,3630.646715
321.351704,100,3631.212807
6.637027,100,3631.779177
1286.67296,100,3632.340632
2108.810978,100,3632.913149
2141.141193,100,3633.487377
3199.554321,100,3634.025747
2406.212084,100,3634.312538
2768.063267,100,3634.58836
673.884186,100,3635.602667
-877.403198,100,3636.492593
2535.017635,100,3637.257072
2808.949701,100,3638.046973
2794.192505,100,3638.408148
1824.317019,100,3638.891629
2664.4048,100,3639.412452
2172.517681,100,3639.816442
2268.025259,100,3640.131051
1731.131763,100,3659.957339
2507.913235,100,3660.546278
1272.002827,100,3661.107103
2969.776802,100,3661.675999
911.636248,100,3662.23602
1368.768593,100,3662.796235
2020.601629,100,3663.357677
-234.939199,100,3663.924208
2630.873729,100,3664.482299
2403.248516,100,3665.048355
378.514088,100,3665.607137
2082.933884,100,3666.159638
1725.54266,100,3666.71831
1341.97142,100,3667.327349
3304.330206,100,3667.904812
2217.146126,100,3668.478218
1871.828194,100,3669.036142
1422.224628,100,3669.592219
2598.004299,100,3670.155496
2369.918074,100,3670.714092
3943.381466,100,3671.270808
75.075756,100,3694.31867
-317.717766,100,3694.885287
1727.30529,100,3695.448557
2625.057255,100,3696.024127
2784.878601,100,3696.597565
451.71661,100,3697.161848
-482.28878,100,3697.736088
-1897.782507,100,3698.314238
2228.957258,100,3698.89843
-510.757877,100,3699.513526
-666.685043,100,3700.099467
2813.622162,100,3700.661032
2638.684906,100,3701.240536
-551.484303,100,3701.805221
399.437042,100,3702.362726
819.465744,100,3702.918352
2047.808695,100,3703.492349
1898.913937,100,3704.051654
3069.048965,100,3704.620862
1644.559151,100,3705.17658
-177.744511,100,3725.988192
2920.669453,100,3726.575066
2231.599945,100,3727.143477
-1306.56139,100,3727.726733
1915.235399,100,3728.312136
-503.602844,100,3728.888355
3872.251484,100,3729.458785
57.877113,100,3730.641654
1832.225777,100,3731.373226
1893.278753,100,3732.493373
1129.594212,100,3733.222332
3168.181488,100,3733.974035
2741.716793,100,3734.633777
1490.959297,100,3735.306418
-791.506958,100,3774.320854
3493.263092,100,3774.577775
749.169657,100,3774.830595
-789.309357,100,3775.084876
1992.682301,100,3775.342783
330.495874,100,3775.597206
1652.171064,100,3775.853955
2966.79285,100,3797.619885
847.739407,100,3797.921236
416.560654,100,3798.211344
2086.491257,100,3798.498564
686.670544,100,3798.761338
3569.299294,100,3799.017251
1319.87384,100,3799.281998
2126.963589,100,3799.53381
1438.69739,100,3799.798393
2001.493685,100,3800.046932
2953.24979,100,3800.302813
1963.941196,100,3800.557086
857.845928,100,3800.810022
784.644043,100,3801.066195
2808.6084,100,3801.326741
1905.623997,100,3801.581274
439.88718,100,3801.931562
1818.934769,100,3802.385731
2291.500504,100,3802.831197
1662.908867,100,3803.277637
2258.316143,100,3823.135018
1881.425629,100,3823.710294
2111.157066,100,3824.293137
1831.090008,100,3824.856233
2615.402218,100,3825.415676
1283.581589,100,3825.980147
141.716417,100,3826.542396
339.773659,100,3827.133253
352.309162,100,3827.738601
443.30139,100,3828.318538
1733.801933,100,3828.877982
827.513451,100,3829.451907
616.154514,100,3830.029116
2577.269581,100,3830.596594
1599.390182,100,3831.161984
1889.614429,100,3831.721988
2011.123222,100,3832.281086
3408.534565,100,3832.847971
1358.349195,100,3833.423453
-2183.625977,100,3833.98078
